age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,cleanliness_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Yes,Occasionally,Connaught Park
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Yes,Occasionally,Pasqua Place
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Yes,Occasionally,Normanview West
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,No,No,Mount Royal
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Yes,Occasionally,Normanview West
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,No,Yes,Richmond Place
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Sometimes,Occasionally,Parkview
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,No,Yes,Lakesidge Gardens
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Sometimes,No,Richmond Place
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Sometimes,No,Glen Elm Park South
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Yes,No,Premier Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,No,No,Kensington Greens
"(26, 30)",female,european/caucasian-american,Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,Sometimes,Yes,Windsor Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,history,1.0,0.2,1.0,1.0,1.0,0.8,0.875,0.2,1.0,1.0,1.0,No,Yes,Dewdney Place
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,No,Creekside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,No,Occasionally,Argyle Park
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,No,Yes,Windsor Place
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,No,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,No,River Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,Occasionally,North Regina
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,No,No,Uplands
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,Yes,Spruce Meadows
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,Yes,Westridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,No,North Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,No,Yes,Windsor Park
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,Yes,South Lakeview see Lakeview South
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,Yes,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,No,Dewdney Place
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,No,Occasionally,Normanview West Addition
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,No,Glencairn
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,No,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,Yes,Windsor Place
"(21, 25)",female,european/caucasian-american,Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Yes,Occasionally,Lakeview Centre
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,business and international affairs [mba/mia dual degree],1.0,0.6,1.0,1.0,1.0,0.2,0.75,1.0,0.9,1.0,1.0,Sometimes,Occasionally,Eastpoint Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Occasionally,Argyle Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,No,Kensington Greens
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Occasionally,Innismore
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Occasionally,Old 33
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,No,Normanview
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,No,Pasqua Place
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,No,Occasionally,Whitmore Park
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,No,Regent Park
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,No,Yes,River Bend
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,No,Tuxedo Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,Yes,Normanview
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,No,Yes,Spruce Meadows
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,No,Normanview West Addition
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,No,Balbrigan Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,No,Yes,Kensington Greens
"(21, 25)",female,european/caucasian-american,Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,No,Fairways West
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Occasionally,Glencairn
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Sometimes,Yes,Lakesidge Gardens
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Yes,Churchill Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,qmss,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.875,1.0,1.0,0.8,Yes,Yes,North Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,No,Yes,Douglas Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,Yes,Coventry Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,No,River Heights
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,Garden Ridge
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,No,No,Douglas Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,Douglas Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,Yes,Dieppe Place
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,No,Broders Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Yes,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,Spruce Meadows
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Yes,River Bend
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,No,Yes,Parkridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,CPR Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Occasionally,South Lakeview see Lakeview South
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,Yes,City View
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,Occasionally,Woodland Grove
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Yes,No,Westridge
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,No,Pasqua Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,Sometimes,Yes,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,1.0,0.2,0.875,0.875,0.9,0.875,0.75,0.8,0.9,1.0,1.0,No,No,Connaught Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Sometimes,Yes,Windsor Place
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Yes,Gardiner Heights
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Yes,Arnhem Place
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Sometimes,Occasionally,River Bend
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Sometimes,Occasionally,Highland Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Yes,Hillsdale
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Sometimes,No,Glen Elm Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Occasionally,Riverside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,No,Wood Meadows
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Yes,Fairways West
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Occasionally,Wascana Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Yes,Wascana View
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Yes,Normanview
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Occasionally,Lakeview Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Occasionally,Industrial Centre
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Occasionally,Highland Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Sometimes,Yes,Coronation Park
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,Yes,Walsh Acres
"(21, 25)",female,european/caucasian-american,Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,No,No,Richmond Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,mathematics,0.875,0.2,0.75,0.875,1.0,1.0,0.75,0.4,1.0,0.6,1.0,Yes,Occasionally,Lakeview
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,Occasionally,Mount Pleasant
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,No,Parkview
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,Occasionally,CPR Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Sometimes,Yes,Windsor Place
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Sometimes,Occasionally,University Park East
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,Occasionally,Transcona
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,Yes,Crescents
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,No,Belvedere
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,No,Washington Park
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Sometimes,Yes,Wascana Addition
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Sometimes,Yes,University Park East
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,No,City View
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,Occasionally,Eastern Annex
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,No,Old 33
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Sometimes,Yes,Eastpoint Estates
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,Occasionally,Innismore
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,No,Lakeview
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,Yes,Yes,Eastern Annex
"(26, 30)",female,european/caucasian-american,Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,Occasionally,Wascana View
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,business,1.0,0.2,0.9,1.0,1.0,0.8,0.9,0.6,0.9,1.0,0.6,No,Yes,Mayfair
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,No,Eastgate
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Yes,Douglas Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,No,Lewvan Park
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,No,Mount Pleasant
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,No,Rothwell Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,Occasionally,Whitmore Park
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,Occasionally,Churchill Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,Yes,Windsor Park
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Occasionally,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,Yes,Crescents
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,Occasionally,Eastgate
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,Occasionally,North Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,Occasionally,Lewvan Park
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Occasionally,Mount Pleasant
"(21, 25)",female,european/caucasian-american,Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Yes,Yes,Mount Royal
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Occasionally,Industrial Ross
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Occasionally,South Lakeview see Lakeview South
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,No,Occasionally,Eastgate
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,No,River Heights
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,climate change,0.9,0.4,1.0,0.75,1.0,0.6,0.75,0.875,0.75,1.0,1.0,Sometimes,Occasionally,Windsor Park
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Sometimes,Yes,South Lakeview see Lakeview South
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Sometimes,Yes,Regent Park
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,Occasionally,Coventry Place
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Yes,Yes,North Annex
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,Yes,Sherwood Estates
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Yes,Yes,Glen Elm Park
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Sometimes,Yes,Westridge
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,Yes,Mirror Sun Gardens
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,No,Sherwood Estates
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Sometimes,Occasionally,Harbour Landing
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,Yes,Occasionally,Glencairn
"(31, 35)",female,black/african american,Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,Occasionally,Crescents
"(31, 35)",female,black/african american,Non-Vegetarian,public administration,0.9,0.875,0.9,0.9,0.875,1.0,0.9,0.875,1.0,1.0,0.4,No,Occasionally,Mount Royal
